simMode,seed,firstFullCoverageStep,finalCoverageRatio,maxCellAge,avgCellAge,meanRevisitInterval,totalSteps,revisitRatio,workloadBalance,targetConflictCount
PatrolOnly,12652,32,1.0000,35,10.1117,4.6125,100,0.9933,0.0000,0
PatrolOnly,12653,35,1.0000,39,10.3835,4.5454,100,0.9900,0.0000,0
PatrolOnly,12654,45,1.0000,40,11.2524,5.1339,100,0.9900,0.0000,0
PatrolOnly,12655,32,1.0000,49,8.6165,4.7719,100,0.9900,0.0000,0
PatrolOnly,12656,38,1.0000,35,9.1019,4.9211,100,0.9900,0.0000,0
PatrolOnly,12657,38,1.0000,36,9.3544,4.5266,100,0.9900,0.0000,0
PatrolOnly,12658,40,1.0000,32,7.6068,4.5558,100,0.9933,0.0000,0
PatrolOnly,12659,38,1.0000,33,9.3592,4.4767,100,0.9900,0.0000,0
PatrolOnly,12660,38,1.0000,34,8.5243,4.8728,100,0.9900,0.0000,0
PatrolOnly,12661,40,1.0000,39,12.3932,5.6368,100,0.9900,0.0000,0
PatrolOnly,12662,35,1.0000,33,9.8592,4.8577,100,0.9900,0.0000,0
PatrolOnly,12663,35,1.0000,31,8.0291,4.6225,100,0.9933,0.0000,0
PatrolOnly,12664,40,1.0000,37,7.8932,5.9220,100,0.9900,0.0000,0
PatrolOnly,12665,48,1.0000,32,8.6845,5.1389,100,0.9900,0.0000,0
PatrolOnly,12666,26,1.0000,37,11.4612,5.5110,100,0.9900,0.0000,0
PatrolOnly,12667,44,1.0000,33,10.4757,4.6290,100,0.9933,0.0000,0
PatrolOnly,12668,39,1.0000,40,8.6359,4.6976,100,0.9900,0.0000,0
PatrolOnly,12669,30,1.0000,34,10.6019,4.7260,100,0.9900,0.0000,0
PatrolOnly,12670,53,1.0000,45,9.8689,5.3401,100,0.9933,0.0000,0
PatrolOnly,12671,35,1.0000,36,9.1505,4.6837,100,0.9900,0.0000,0
PatrolOnly,12672,38,1.0000,32,7.5777,4.6205,100,0.9900,0.0000,0
PatrolOnly,12673,32,1.0000,37,8.5000,4.7268,100,0.9900,0.0000,0
PatrolOnly,12674,36,1.0000,27,6.8398,4.4688,100,0.9900,0.0000,0
PatrolOnly,12675,42,1.0000,42,9.8155,4.5472,100,0.9900,0.0000,0
PatrolOnly,12676,33,1.0000,33,10.1699,4.7213,100,0.9900,0.0000,0
PatrolOnly,12677,29,1.0000,34,10.3398,4.6774,100,0.9900,0.0000,0
PatrolOnly,12678,44,1.0000,53,9.9272,4.9201,100,0.9900,0.0000,0
PatrolOnly,12679,32,1.0000,38,6.3544,4.6379,100,0.9900,0.0000,0
PatrolOnly,12680,41,1.0000,43,7.3350,4.9498,100,0.9900,0.0000,0
PatrolOnly,12681,38,1.0000,41,6.8495,4.5025,100,0.9900,0.0000,0
PatrolOnly,12682,30,1.0000,45,8.8350,4.6295,100,0.9900,0.0000,0
PatrolOnly,12683,40,1.0000,31,7.7087,4.5118,100,0.9900,0.0000,0
PatrolOnly,12684,41,1.0000,30,8.1311,5.0632,100,0.9900,0.0000,0
PatrolOnly,12685,38,1.0000,32,9.5631,4.5842,100,0.9900,0.0000,0
PatrolOnly,12686,30,1.0000,32,9.6408,4.5942,100,0.9900,0.0000,0
PatrolOnly,12687,48,1.0000,28,7.4320,4.5431,100,0.9933,0.0000,0
PatrolOnly,12688,42,1.0000,35,9.2379,4.9476,100,0.9900,0.0000,0
PatrolOnly,12689,36,1.0000,37,8.5631,4.5076,100,0.9900,0.0000,0
PatrolOnly,12690,31,1.0000,27,7.5485,4.5065,100,0.9900,0.0000,0
PatrolOnly,12691,38,1.0000,32,10.3252,4.7002,100,0.9900,0.0000,0
PatrolOnly,12692,32,1.0000,33,9.3204,5.2197,100,0.9900,0.0000,0
PatrolOnly,12693,33,1.0000,33,9.8495,5.0182,100,0.9900,0.0000,0
PatrolOnly,12694,37,1.0000,35,9.7427,4.4602,100,0.9900,0.0000,0
PatrolOnly,12695,41,1.0000,36,9.4612,4.5565,100,0.9900,0.0000,0
PatrolOnly,12696,37,1.0000,44,9.7621,5.0268,100,0.9900,0.0000,0
PatrolOnly,12697,44,1.0000,36,8.4078,4.9120,100,0.9900,0.0000,0
PatrolOnly,12698,38,1.0000,30,7.5777,4.4672,100,0.9900,0.0000,0
PatrolOnly,12699,27,1.0000,29,8.7913,4.4025,100,0.9900,0.0000,0
PatrolOnly,12700,26,1.0000,30,8.8495,5.0408,100,0.9900,0.0000,0
PatrolOnly,12701,41,1.0000,42,8.3689,4.7919,100,0.9900,0.0000,0
PatrolOnly,12702,34,1.0000,35,8.2718,4.9714,100,0.9900,0.0000,0
PatrolOnly,12703,30,1.0000,40,8.2427,4.5786,100,0.9900,0.0000,0
PatrolOnly,12704,30,1.0000,30,7.6942,4.4691,100,0.9900,0.0000,0
PatrolOnly,12705,34,1.0000,35,9.0777,4.4201,100,0.9900,0.0000,0
PatrolOnly,12706,34,1.0000,37,9.5971,4.8866,100,0.9900,0.0000,0
PatrolOnly,12707,39,1.0000,32,8.0583,4.4541,100,0.9900,0.0000,0
PatrolOnly,12708,32,1.0000,33,7.6311,4.5058,100,0.9900,0.0000,0
PatrolOnly,12709,43,1.0000,40,6.8204,4.2567,100,0.9900,0.0000,0
PatrolOnly,12710,34,1.0000,31,7.2913,4.5519,100,0.9900,0.0000,0
PatrolOnly,12711,35,1.0000,47,8.9854,5.0139,100,0.9933,0.0000,0
PatrolOnly,12712,31,1.0000,36,12.0874,5.2523,100,0.9933,0.0000,0
PatrolOnly,12713,41,1.0000,41,14.1019,5.6697,100,0.9933,0.0000,0
PatrolOnly,12714,32,1.0000,35,8.2282,4.6592,100,0.9933,0.0000,0
PatrolOnly,12715,32,1.0000,30,9.5194,4.5338,100,0.9900,0.0000,0
PatrolOnly,12716,29,1.0000,25,7.1893,4.7702,100,0.9900,0.0000,0
PatrolOnly,12717,32,1.0000,32,7.9757,5.4447,100,0.9900,0.0000,0
PatrolOnly,12718,33,1.0000,35,9.8447,4.9436,100,0.9900,0.0000,0
PatrolOnly,12719,32,1.0000,33,8.3204,4.7258,100,0.9900,0.0000,0
PatrolOnly,12720,29,1.0000,32,7.5825,4.2699,100,0.9933,0.0000,0
PatrolOnly,12721,47,1.0000,24,7.8350,4.6339,100,0.9900,0.0000,0
PatrolOnly,12722,38,1.0000,42,9.7184,4.7164,100,0.9900,0.0000,0
PatrolOnly,12723,36,1.0000,29,8.8447,4.4669,100,0.9933,0.0000,0
PatrolOnly,12724,38,1.0000,36,10.0728,5.1382,100,0.9900,0.0000,0
PatrolOnly,12725,38,1.0000,38,9.8058,5.3208,100,0.9933,0.0000,0
PatrolOnly,12726,41,1.0000,44,16.3447,4.9918,100,0.9900,0.0000,0
PatrolOnly,12727,33,1.0000,36,10.3010,4.5837,100,0.9900,0.0000,0
PatrolOnly,12728,35,1.0000,30,8.2816,4.8736,100,0.9900,0.0000,0
PatrolOnly,12729,41,1.0000,30,7.5194,4.1871,100,0.9900,0.0000,0
PatrolOnly,12730,43,1.0000,31,10.4515,4.6826,100,0.9900,0.0000,0
PatrolOnly,12731,37,1.0000,30,8.0291,4.4384,100,0.9900,0.0000,0
PatrolOnly,12732,34,1.0000,36,9.2913,5.1806,100,0.9900,0.0000,0
PatrolOnly,12733,34,1.0000,25,8.0485,4.6574,100,0.9900,0.0000,0
PatrolOnly,12734,47,1.0000,56,10.4126,4.9789,100,0.9900,0.0000,0
PatrolOnly,12735,28,1.0000,30,6.5485,4.3828,100,0.9900,0.0000,0
PatrolOnly,12736,51,1.0000,48,13.5825,5.6560,100,0.9900,0.0000,0
PatrolOnly,12737,43,1.0000,48,8.2427,5.0923,100,0.9933,0.0000,0
PatrolOnly,12738,32,1.0000,26,7.5680,4.6532,100,0.9933,0.0000,0
PatrolOnly,12739,48,1.0000,28,8.0485,4.6573,100,0.9933,0.0000,0
PatrolOnly,12740,41,1.0000,28,8.5874,4.5413,100,0.9900,0.0000,0
PatrolOnly,12741,39,1.0000,40,8.1165,4.8373,100,0.9900,0.0000,0
PatrolOnly,12742,28,1.0000,32,8.6408,4.7675,100,0.9900,0.0000,0
PatrolOnly,12743,45,1.0000,27,7.9126,4.7620,100,0.9933,0.0000,0
PatrolOnly,12744,31,1.0000,28,9.5583,4.4433,100,0.9900,0.0000,0
PatrolOnly,12745,29,1.0000,29,6.4175,4.6147,100,0.9900,0.0000,0
PatrolOnly,12746,34,1.0000,32,7.1311,4.6413,100,0.9900,0.0000,0
PatrolOnly,12747,30,1.0000,32,10.1893,5.4456,100,0.9900,0.0000,0
PatrolOnly,12748,42,1.0000,37,9.2816,4.4853,100,0.9900,0.0000,0
PatrolOnly,12749,36,1.0000,44,12.1893,5.4733,100,0.9900,0.0000,0
PatrolOnly,12750,71,1.0000,52,13.3350,6.6472,100,0.9900,0.0000,0
PatrolOnly,12751,35,1.0000,31,9.5437,4.4580,100,0.9900,0.0000,0
PatrolOnly,12752,39,1.0000,33,7.0049,4.7438,100,0.9900,0.0000,0
PatrolOnly,12753,37,1.0000,36,9.5388,4.7069,100,0.9900,0.0000,0
PatrolOnly,12754,35,1.0000,36,7.8932,4.3768,100,0.9900,0.0000,0
PatrolOnly,12755,26,1.0000,39,7.6456,5.1770,100,0.9900,0.0000,0
PatrolOnly,12756,33,1.0000,35,8.3447,4.8614,100,0.9900,0.0000,0
PatrolOnly,12757,51,1.0000,67,10.1456,5.3878,100,0.9900,0.0000,0
PatrolOnly,12758,34,1.0000,46,9.0728,4.8205,100,0.9900,0.0000,0
PatrolOnly,12759,34,1.0000,33,8.7621,4.4637,100,0.9900,0.0000,0
PatrolOnly,12760,48,1.0000,26,9.8301,4.8114,100,0.9933,0.0000,0
PatrolOnly,12761,38,1.0000,33,14.2961,4.8703,100,0.9900,0.0000,0
PatrolOnly,12762,39,1.0000,37,9.4515,4.4141,100,0.9933,0.0000,0
PatrolOnly,12763,36,1.0000,39,8.0097,4.4375,100,0.9900,0.0000,0
PatrolOnly,12764,34,1.0000,31,9.6553,4.7362,100,0.9900,0.0000,0
PatrolOnly,12765,39,1.0000,51,11.5728,4.9204,100,0.9900,0.0000,0
PatrolOnly,12766,30,1.0000,48,7.0146,4.6585,100,0.9900,0.0000,0
PatrolOnly,12767,43,1.0000,35,8.2136,4.9634,100,0.9933,0.0000,0
PatrolOnly,12768,30,1.0000,53,6.2087,4.2269,100,0.9900,0.0000,0
PatrolOnly,12769,28,1.0000,49,7.7961,4.6439,100,0.9900,0.0000,0
PatrolOnly,12770,44,1.0000,30,6.9757,4.5484,100,0.9900,0.0000,0
PatrolOnly,12771,42,1.0000,40,9.6019,5.1930,100,0.9900,0.0000,0
PatrolOnly,12772,36,1.0000,39,8.0485,4.9403,100,0.9900,0.0000,0
PatrolOnly,12773,41,1.0000,38,9.3738,5.5885,100,0.9900,0.0000,0
PatrolOnly,12774,35,1.0000,34,7.7136,4.4640,100,0.9900,0.0000,0
PatrolOnly,12775,41,1.0000,34,7.4757,4.4531,100,0.9900,0.0000,0
PatrolOnly,12776,38,1.0000,32,8.8398,4.9793,100,0.9933,0.0000,0
PatrolOnly,12777,43,1.0000,34,7.0049,5.0372,100,0.9900,0.0000,0
PatrolOnly,12778,33,1.0000,31,9.4660,4.8395,100,0.9900,0.0000,0
PatrolOnly,12779,37,1.0000,33,13.1505,4.8996,100,0.9900,0.0000,0
PatrolOnly,12780,44,1.0000,35,8.0388,4.6203,100,0.9900,0.0000,0
PatrolOnly,12781,36,1.0000,38,9.6068,5.1667,100,0.9900,0.0000,0
PatrolOnly,12782,31,1.0000,38,6.1699,4.3730,100,0.9900,0.0000,0
PatrolOnly,12783,32,1.0000,30,9.7379,4.5817,100,0.9900,0.0000,0
PatrolOnly,12784,32,1.0000,31,8.5243,4.4373,100,0.9900,0.0000,0
PatrolOnly,12785,35,1.0000,39,10.6262,4.7798,100,0.9900,0.0000,0
PatrolOnly,12786,32,1.0000,33,8.5534,4.4378,100,0.9900,0.0000,0
PatrolOnly,12787,38,1.0000,34,8.8495,4.6804,100,0.9900,0.0000,0
PatrolOnly,12788,44,1.0000,42,9.6262,5.8686,100,0.9900,0.0000,0
PatrolOnly,12789,39,1.0000,33,7.3738,4.8285,100,0.9933,0.0000,0
PatrolOnly,12790,41,1.0000,33,10.1942,4.8244,100,0.9900,0.0000,0
PatrolOnly,12791,43,1.0000,46,9.9612,4.6347,100,0.9933,0.0000,0
PatrolOnly,12792,30,1.0000,35,7.6262,4.4214,100,0.9900,0.0000,0
PatrolOnly,12793,47,1.0000,35,9.6214,4.8830,100,0.9900,0.0000,0
PatrolOnly,12794,37,1.0000,34,8.7039,4.5647,100,0.9900,0.0000,0
PatrolOnly,12795,41,1.0000,32,8.7184,4.7849,100,0.9900,0.0000,0
PatrolOnly,12796,43,1.0000,51,10.5243,5.2830,100,0.9900,0.0000,0
PatrolOnly,12797,38,1.0000,42,14.5777,5.2223,100,0.9900,0.0000,0
PatrolOnly,12798,42,1.0000,34,10.2233,4.4339,100,0.9900,0.0000,0
PatrolOnly,12799,25,1.0000,28,7.6942,4.7189,100,0.9900,0.0000,0
PatrolOnly,12800,31,1.0000,29,5.7961,4.6173,100,0.9900,0.0000,0
PatrolOnly,12801,33,1.0000,36,9.4709,4.6111,100,0.9900,0.0000,0
PatrolOnly,12802,34,1.0000,36,11.1553,5.9379,100,0.9900,0.0000,0
PatrolOnly,12803,38,1.0000,38,8.6553,4.6489,100,0.9900,0.0000,0
PatrolOnly,12804,48,1.0000,37,9.4417,5.1336,100,0.9900,0.0000,0
PatrolOnly,12805,34,1.0000,43,9.6699,4.6639,100,0.9900,0.0000,0
PatrolOnly,12806,40,1.0000,35,9.7816,4.8819,100,0.9900,0.0000,0
PatrolOnly,12807,39,1.0000,28,7.1456,4.5149,100,0.9900,0.0000,0
PatrolOnly,12808,38,1.0000,33,8.6456,4.7551,100,0.9900,0.0000,0
PatrolOnly,12809,28,1.0000,33,8.7961,4.5414,100,0.9900,0.0000,0
PatrolOnly,12810,37,1.0000,41,7.2670,4.5898,100,0.9900,0.0000,0
PatrolOnly,12811,38,1.0000,32,10.1893,4.3888,100,0.9900,0.0000,0
PatrolOnly,12812,38,1.0000,39,10.2087,5.6952,100,0.9900,0.0000,0
PatrolOnly,12813,28,1.0000,29,7.5097,4.8420,100,0.9900,0.0000,0
PatrolOnly,12814,41,1.0000,33,11.9029,5.2117,100,0.9933,0.0000,0
PatrolOnly,12815,31,1.0000,45,15.4078,5.1971,100,0.9900,0.0000,0
PatrolOnly,12816,32,1.0000,30,9.0243,4.9115,100,0.9900,0.0000,0
PatrolOnly,12817,31,1.0000,42,8.5049,4.5238,100,0.9900,0.0000,0
PatrolOnly,12818,39,1.0000,28,7.2524,4.5767,100,0.9900,0.0000,0
PatrolOnly,12819,43,1.0000,40,9.7330,5.0115,100,0.9900,0.0000,0
PatrolOnly,12820,46,1.0000,71,10.5000,5.7534,100,0.9933,0.0000,0
PatrolOnly,12821,36,1.0000,33,9.2427,5.0047,100,0.9900,0.0000,0
PatrolOnly,12822,38,1.0000,31,9.3592,4.6100,100,0.9900,0.0000,0
PatrolOnly,12823,42,1.0000,45,10.6796,4.6103,100,0.9900,0.0000,0
PatrolOnly,12824,40,1.0000,30,8.9466,4.5988,100,0.9900,0.0000,0
PatrolOnly,12825,42,1.0000,33,9.4369,4.4206,100,0.9900,0.0000,0
PatrolOnly,12826,37,1.0000,40,12.9272,6.1738,100,0.9900,0.0000,0
PatrolOnly,12827,46,1.0000,44,10.3641,5.5942,100,0.9900,0.0000,0
PatrolOnly,12828,37,1.0000,26,8.5825,4.7375,100,0.9900,0.0000,0
PatrolOnly,12829,36,1.0000,33,8.8155,4.6087,100,0.9900,0.0000,0
PatrolOnly,12830,36,1.0000,38,8.5825,4.4164,100,0.9900,0.0000,0
PatrolOnly,12831,41,1.0000,31,7.2233,4.2562,100,0.9900,0.0000,0
PatrolOnly,12832,34,1.0000,39,7.9951,4.7499,100,0.9900,0.0000,0
PatrolOnly,12833,36,1.0000,33,8.9272,4.3903,100,0.9900,0.0000,0
PatrolOnly,12834,31,1.0000,37,8.9417,5.2131,100,0.9900,0.0000,0
PatrolOnly,12835,28,1.0000,47,8.6165,4.7512,100,0.9933,0.0000,0
PatrolOnly,12836,26,1.0000,35,6.9175,4.6520,100,0.9900,0.0000,0
PatrolOnly,12837,32,1.0000,37,10.5194,5.3249,100,0.9900,0.0000,0
PatrolOnly,12838,33,1.0000,32,6.8107,4.7220,100,0.9933,0.0000,0
PatrolOnly,12839,33,1.0000,34,10.8932,4.4772,100,0.9900,0.0000,0
PatrolOnly,12840,30,1.0000,53,7.8155,5.4160,100,0.9900,0.0000,0
PatrolOnly,12841,48,1.0000,37,9.5146,4.4714,100,0.9900,0.0000,0
PatrolOnly,12842,32,1.0000,33,10.7185,4.6727,100,0.9900,0.0000,0
PatrolOnly,12843,34,1.0000,29,8.9272,4.2469,100,0.9900,0.0000,0
PatrolOnly,12844,37,1.0000,32,8.2524,4.4609,100,0.9900,0.0000,0
